,Wall time,Step,Value,timestamp,goal_power_alg,goal,smoothed_value,std1,smoothed_value_squared_plus_std1_squared
242,1722564625.2310777,41249,128.84658813476562,1722503801,0.9,0.9,119.36547860345867,13.067361034613473,14418.873406641686
243,1722564888.4113014,41408,125.89022827148438,1722503801,0.9,0.9,119.43687292985577,13.013424640429491,14434.515836134651
244,1722565012.4577794,41495,123.2631378173828,1722503801,0.9,0.9,119.47870081739866,12.948182601097905,14442.815381684833
245,1722565145.936571,41561,126.2817611694336,1722503801,0.9,0.9,119.55300114769429,12.89672836729546,14459.245686000395
246,1722565353.9722197,41696,122.24894714355467,1722503801,0.9,0.9,119.58241809115763,12.82918431517816,14464.542686721237
247,1722565524.660886,41813,122.04978942871094,1722503801,0.9,0.9,119.60931641221856,12.76158677448762,14469.246669600994
248,1722565668.3758006,41933,120.60934448242188,1722503801,0.9,0.9,119.62020850821268,12.692262186731254,14470.087802965007
249,1722565768.219633,42002,120.7845458984375,1722503801,0.9,0.9,119.63287892750165,12.623533636458967,14471.37932195308
250,1722566120.8267126,42212,123.8885269165039,1722503801,0.9,0.9,119.67914844004139,12.562460911135465,14480.913995477267
251,1722566185.2385514,42255,126.8350830078125,1722503801,0.9,0.9,119.75688348117406,12.516112105134349,14498.36420335179
252,1722566275.0829196,42296,126.82477569580078,1722503801,0.9,0.9,119.8335959125431,12.469595884427035,14515.581530851587
253,1722566498.8398287,42442,125.86101531982422,1722503801,0.9,0.9,119.89895961802486,12.417535306726334,14529.95570057855
254,1722566830.2778642,42652,127.93338775634766,1722503801,0.9,0.9,119.9860146065257,12.378165040782518,14549.862670934248
255,1722567029.232556,42789,124.07044219970705,1722503801,0.9,0.9,120.03023344218957,12.31821863980724,14558.99545064462
256,1722567225.0098794,42905,124.22909545898438,1722503801,0.9,0.9,120.07565364173705,12.259099411091531,14568.448115861425
257,1722567263.8994925,42927,125.76805877685548,1722503801,0.9,0.9,120.13717960874172,12.206896403196984,14581.950244141452
258,1722567378.4085505,42998,133.33932495117188,1722503801,0.9,0.9,120.27975881770006,12.21763943513944,14616.491094611169
259,1722567625.754912,43179,125.3510284423828,1722503801,0.9,0.9,120.33448324510455,12.16284379410528,14628.322627026153
260,1722567845.368703,43333,119.22413635253906,1722503801,0.9,0.9,120.32251088462722,12.09758743142431,14623.858247242191
261,1722568150.5585957,43537,120.09506225585938,1722503801,0.9,0.9,120.3200603282073,12.032212346182533,14621.691051327072
262,1722568354.876981,43661,121.58502197265624,1722503801,0.9,0.9,120.3336786213615,11.967934745177704,14623.425672613947
263,1722568435.9480174,43708,123.76824951171876,1722503801,0.9,0.9,120.37062614719446,11.908640925544173,14630.903367761199
264,1722569713.3255224,44567,119.58194732666016,1722503801,0.9,0.9,120.36214832731831,11.844694740321808,14627.343543458781
265,1722570146.7507112,44879,108.07952880859376,1722503801,0.9,0.9,120.23021647207752,11.849095084842448,14595.706007252256
266,1722570406.5556445,45067,99.99812316894533,1722503801,0.9,0.9,120.01305756508408,11.969317838594042,14546.39855564147
267,1722570469.3322396,45112,100.10430908203124,1722503801,0.9,0.9,119.79952584509066,12.08125609667054,14497.883141581884
268,1722570866.6612124,45403,90.35173797607422,1722503801,0.9,0.9,119.48391193307324,12.39511788661691,14430.044158253533
269,1722570978.659407,45472,87.81281280517578,1722503801,0.9,0.9,119.14471259458462,12.754661343829946,14358.14392524196
